stat,stat_type,distance_type,distance
cluster_mean_degree,sequence,mean_l1,0.0788440529331216
cluster_mean_degree,sequence,l2,1.75434692670082
cluster_mean_degree,sequence,rmse,0.21759995543072974
cluster_mean_degree,sequence,cosine,0.00024292376054257936
cluster_mean_kcore,sequence,l1,17.25681178501727
cluster_mean_kcore,sequence,mean_l1,0.2654894120771888
cluster_mean_kcore,sequence,l2,5.539874424454639
cluster_mean_kcore,sequence,rmse,0.6871368538947751
cluster_mean_kcore,sequence,cosine,0.0016151333735705542
cluster_n_concomp,sequence,l1,0.0
cluster_n_concomp,sequence,mean_l1,0.0
cluster_n_concomp,sequence,l2,0.0
cluster_n_concomp,sequence,rmse,0.0
cluster_n_concomp,sequence,cosine,-2.220446049250313e-16
cluster_pseudo_diameter,sequence,l1,10.0
cluster_pseudo_diameter,sequence,mean_l1,0.15384615384615385
cluster_pseudo_diameter,sequence,l2,3.4641016151377544
cluster_pseudo_diameter,sequence,rmse,0.4296689244236597
cluster_pseudo_diameter,sequence,cosine,0.020815901820632532
conductance,sequence,l1,0.07303876597239489
conductance,sequence,mean_l1,0.001123673322652229
conductance,sequence,l2,0.023536276417495436
conductance,sequence,rmse,0.0029193157986622926
conductance,sequence,cosine,1.4227130611499383e-05
degree,sequence,l1,572.0
degree,sequence,mean_l1,0.6313465783664459
degree,sequence,l2,182.26354544998844
degree,sequence,rmse,6.0553007081949835
degree,sequence,cosine,0.007505519073544242
degree_density,sequence,l1,2.5624317203264537
degree_density,sequence,mean_l1,0.039422026466560824
degree_density,sequence,l2,0.8771734633504111
degree_density,sequence,rmse,0.10879997771536501
degree_density,sequence,cosine,0.00024292376054257936
edge_density,sequence,l1,0.37267509166822715
edge_density,sequence,mean_l1,0.0057334629487419565
edge_density,sequence,l2,0.13926787173194474
edge_density,sequence,rmse,0.01727405350707569
edge_density,sequence,cosine,0.00018503406121728183
kcore,sequence,l1,1208.0
kcore,sequence,mean_l1,1.3333333333333333
kcore,sequence,l2,78.51114570556209
kcore,sequence,rmse,2.6083581059413645
kcore,sequence,cosine,0.001941108825329274
local_ccoeff_nodes,sequence,l1,163.60531997621817
local_ccoeff_nodes,sequence,mean_l1,0.18057982337330925
local_ccoeff_nodes,sequence,l2,10.286009573797736
local_ccoeff_nodes,sequence,rmse,0.3417297787275199
local_ccoeff_nodes,sequence,cosine,0.13618653642652034
m,sequence,l1,55.0
m,sequence,mean_l1,0.8461538461538461
m,sequence,l2,20.12461179749811
m,sequence,rmse,2.4961508830135313
m,sequence,cosine,4.658769676313401e-05
mincut,sequence,l1,4.0
mincut,sequence,mean_l1,0.06153846153846154
mincut,sequence,l2,2.449489742783178
mincut,sequence,rmse,0.3038218101251
mincut,sequence,cosine,0.0074582654173181995
mixing_parameter,sequence,l1,52.23456160685324
mixing_parameter,sequence,mean_l1,0.057654041508668034
mixing_parameter,sequence,l2,4.271373382755692
mixing_parameter,sequence,rmse,0.1419068755943998
mixing_parameter,sequence,cosine,0.018410782986443275
modularity,sequence,l1,0.004903596027564043
modularity,sequence,mean_l1,7.543993888560066e-05
modularity,sequence,l2,0.0016513508060345616
modularity,sequence,rmse,0.0002048248589401723
modularity,sequence,cosine,6.746478859098737e-05
n,sequence,l1,0.0
n,sequence,mean_l1,0.0
n,sequence,l2,0.0
n,sequence,rmse,0.0
n,sequence,cosine,0.0
pagerank,sequence,l1,0.1752198213160994
pagerank,sequence,mean_l1,0.0001933993612760479
pagerank,sequence,l2,0.034960117641275414
pagerank,sequence,rmse,0.0011614721122051364
pagerank,sequence,cosine,0.12004655779034779
