stat,stat_type,distance_type,distance
cluster_mean_kcore,distribution,ks,0.4153846153846154
cluster_mean_kcore,distribution,emd,1.7399685581118076
cluster_n_concomp,distribution,ks,0.6307692307692307
cluster_n_concomp,distribution,emd,0.7692307692307692
cluster_pseudo_diameter,distribution,ks,0.2923076923076923
cluster_pseudo_diameter,distribution,emd,0.6615384615384616
concomp_sizes,distribution,ks,0.5
concomp_sizes,distribution,emd,416.75999999999993
conductance,distribution,ks,0.5384615384615384
conductance,distribution,emd,0.3787487520503866
degree,distribution,ks,0.02869757174392936
degree,distribution,emd,0.5562913907284779
degree_density,distribution,ks,0.36923076923076925
degree_density,distribution,emd,0.8111892100491458
edge_density,distribution,ks,0.6615384615384615
edge_density,distribution,emd,0.4622595828005798
kcore,distribution,ks,0.15894039735099338
kcore,distribution,emd,2.9128035320088292
local_ccoeff_nodes,distribution,ks,0.4083885209713024
local_ccoeff_nodes,distribution,emd,0.24922171447935193
m,distribution,ks,0.2923076923076923
m,distribution,emd,23.01538461538461
mincut,distribution,ks,0.6307692307692307
mincut,distribution,emd,1.3692307692307688
mixing_parameter,distribution,ks,0.24613686534216336
mixing_parameter,distribution,emd,0.14793159128150787
modularity,distribution,ks,0.27692307692307694
modularity,distribution,emd,0.0015163540854291045
n,distribution,ks,0.0
n,distribution,emd,0.0
pagerank,distribution,ks,0.31015452538631344
pagerank,distribution,emd,0.0003140139545117582
c,sequence,l1,13522.0
c,sequence,mean_l1,211.28125
c,sequence,l2,4168.75664917011
c,sequence,rmse,521.0945811462637
c,sequence,cosine,0.3704170625221803
cluster_deg_assort,sequence,l1,15.729714847599482
cluster_deg_assort,sequence,mean_l1,0.2457767944937419
cluster_deg_assort,sequence,l2,3.3121781465959
cluster_deg_assort,sequence,rmse,0.4140222683244875
cluster_deg_assort,sequence,cosine,0.7536146035693697
cluster_frac_giant_ccomp,sequence,l1,13.311780236374302
cluster_frac_giant_ccomp,sequence,mean_l1,0.20799656619334847
cluster_frac_giant_ccomp,sequence,l2,2.4219806107576063
cluster_frac_giant_ccomp,sequence,rmse,0.3027475763447008
cluster_frac_giant_ccomp,sequence,cosine,0.03647717323853561
cluster_global_ccoeff,sequence,l1,11.93152419361483
cluster_global_ccoeff,sequence,mean_l1,0.18643006552523173
cluster_global_ccoeff,sequence,l2,2.761248622120788
cluster_global_ccoeff,sequence,rmse,0.34515607776509855
cluster_global_ccoeff,sequence,cosine,0.18252236069277739
cluster_local_ccoeff,sequence,l1,12.99794549444259
cluster_local_ccoeff,sequence,mean_l1,0.20309289835066546
cluster_local_ccoeff,sequence,l2,2.9419350157235833
cluster_local_ccoeff,sequence,rmse,0.3677418769654479
cluster_local_ccoeff,sequence,cosine,0.2166687299312774
cluster_mean_degree,sequence,l1,205.6537664649647
cluster_mean_degree,sequence,mean_l1,3.2133401010150733
cluster_mean_degree,sequence,l2,57.46220501891676
cluster_mean_degree,sequence,rmse,7.182775627364595
cluster_mean_degree,sequence,cosine,0.5423997738519342
cluster_mean_kcore,sequence,l1,176.84089844148636
cluster_mean_kcore,sequence,mean_l1,2.7631390381482244
cluster_mean_kcore,sequence,l2,52.99831611709904
cluster_mean_kcore,sequence,rmse,6.62478951463738
cluster_mean_kcore,sequence,cosine,0.5616873067549142
cluster_n_concomp,sequence,l1,49.0
cluster_n_concomp,sequence,mean_l1,0.765625
cluster_n_concomp,sequence,l2,8.18535277187245
cluster_n_concomp,sequence,rmse,1.0231690964840563
cluster_n_concomp,sequence,cosine,0.06659372685718568
cluster_pseudo_diameter,sequence,l1,61.0
cluster_pseudo_diameter,sequence,mean_l1,0.953125
cluster_pseudo_diameter,sequence,l2,10.04987562112089
cluster_pseudo_diameter,sequence,rmse,1.2562344526401112
cluster_pseudo_diameter,sequence,cosine,0.18704351554708976
conductance,sequence,l1,29.75790205743807
conductance,sequence,mean_l1,0.46496721964746984
conductance,sequence,l2,4.491229158407173
conductance,sequence,rmse,0.5614036448008967
conductance,sequence,cosine,0.30481815387157996
degree,sequence,l1,29946.0
degree,sequence,mean_l1,33.08950276243094
degree,sequence,l2,1682.341820201828
degree,sequence,rmse,55.92293434392869
degree,sequence,cosine,0.7617750959922379
degree_density,sequence,l1,102.82688323248234
degree_density,sequence,mean_l1,1.6066700505075366
degree_density,sequence,l2,28.73110250945838
degree_density,sequence,rmse,3.5913878136822976
degree_density,sequence,cosine,0.5423997738519342
edge_density,sequence,l1,33.65015405483052
edge_density,sequence,mean_l1,0.5257836571067269
edge_density,sequence,l2,5.143239687336063
edge_density,sequence,rmse,0.6429049609170079
edge_density,sequence,cosine,0.2986727411749466
kcore,sequence,l1,17705.0
kcore,sequence,mean_l1,19.56353591160221
kcore,sequence,l2,871.2858314009244
kcore,sequence,rmse,28.96252102820803
kcore,sequence,cosine,0.645056841679102
local_ccoeff_nodes,sequence,l1,409.5796462416572
local_ccoeff_nodes,sequence,mean_l1,0.45257419474216265
local_ccoeff_nodes,sequence,l2,16.88990600899674
local_ccoeff_nodes,sequence,rmse,0.5614394729264575
local_ccoeff_nodes,sequence,cosine,0.4794606719665847
m,sequence,l1,5102.0
m,sequence,mean_l1,79.71875
m,sequence,l2,1784.9515399584382
m,sequence,rmse,223.11894249480477
m,sequence,cosine,0.8905460326953939
mincut,sequence,l1,87.0
mincut,sequence,mean_l1,1.359375
mincut,sequence,l2,17.578395831246947
mincut,sequence,rmse,2.1972994789058684
mincut,sequence,cosine,0.6208175337347405
mixing_parameter,sequence,l1,356.7450590192632
mixing_parameter,sequence,mean_l1,0.3941934353804013
mixing_parameter,sequence,l2,15.33517304973805
mixing_parameter,sequence,rmse,0.5097584006503518
mixing_parameter,sequence,cosine,0.2258174681838614
modularity,sequence,l1,0.3137578837207654
modularity,sequence,mean_l1,0.0049024669331369595
modularity,sequence,l2,0.10755920045481102
modularity,sequence,rmse,0.013444900056851377
modularity,sequence,cosine,0.8851163498838005
n,sequence,l1,598.0
n,sequence,mean_l1,9.34375
n,sequence,l2,164.62077633154328
n,sequence,rmse,20.57759704144291
n,sequence,cosine,0.6265312909377982
pagerank,sequence,l1,1.1889407493480066
pagerank,sequence,mean_l1,0.0013137466843624382
pagerank,sequence,l2,0.08069243110853473
pagerank,sequence,rmse,0.002682307170128608
pagerank,sequence,cosine,0.7608029426538322
