stat,stat_type,distance_type,distance
local_ccoeff_nodes,sequence,l2,13.270119975802638
local_ccoeff_nodes,sequence,rmse,0.51152553379757
local_ccoeff_nodes,sequence,cosine,0.3732609654215855
m,sequence,l1,3584.0
m,sequence,mean_l1,42.16470588235294
m,sequence,l2,1432.4691968764982
m,sequence,rmse,155.37309934477074
m,sequence,cosine,0.866899402941337
mincut,sequence,l1,219.0
mincut,sequence,mean_l1,2.5764705882352943
mincut,sequence,l2,58.45511098270193
mincut,sequence,rmse,6.340346993658944
mincut,sequence,cosine,0.9572696392745835
mixing_parameter,sequence,l1,350.8215462917995
mixing_parameter,sequence,mean_l1,0.4363452068305964
mixing_parameter,sequence,l2,16.137427790666113
mixing_parameter,sequence,rmse,0.5691231971690524
mixing_parameter,sequence,cosine,0.28260334377942187
modularity,sequence,l1,0.25278929630330393
modularity,sequence,mean_l1,0.0029739917212153405
modularity,sequence,l2,0.10114011046307904
modularity,sequence,rmse,0.010970185233292596
modularity,sequence,cosine,0.9370968509581845
n,sequence,l1,418.0
n,sequence,mean_l1,4.91764705882353
n,sequence,l2,105.75443253121828
n,sequence,rmse,11.470678732674683
n,sequence,cosine,0.4779871002629795
pagerank,sequence,l1,0.938049875054705
pagerank,sequence,mean_l1,0.0013938333953264562
pagerank,sequence,l2,0.05671252851226681
pagerank,sequence,rmse,0.0021861073202913924
pagerank,sequence,cosine,0.5861979399987638
