stat,stat_type,distance_type,distance
kcore,sequence,l1,15192.0
kcore,sequence,mean_l1,16.786740331491714
kcore,sequence,l2,705.4246947761327
kcore,sequence,rmse,23.44911029187809
kcore,sequence,cosine,0.4305763469051289
local_ccoeff_nodes,sequence,l1,417.1212643060294
local_ccoeff_nodes,sequence,mean_l1,0.4609074743713032
local_ccoeff_nodes,sequence,l2,17.362196958847214
local_ccoeff_nodes,sequence,rmse,0.5771389553161606
local_ccoeff_nodes,sequence,cosine,0.2758660657816048
m,sequence,l1,1911.0
m,sequence,mean_l1,39.0
m,sequence,l2,1237.6530208422714
m,sequence,rmse,176.80757440603878
m,sequence,cosine,0.5512310781947146
mincut,sequence,l1,104.0
mincut,sequence,mean_l1,2.122448979591837
mincut,sequence,l2,49.27473997901968
mincut,sequence,rmse,7.039248568431383
mincut,sequence,cosine,0.5253248480234524
mixing_parameter,sequence,l1,287.09843743665203
mixing_parameter,sequence,mean_l1,0.3172358424714387
mixing_parameter,sequence,l2,13.415250032450405
mixing_parameter,sequence,rmse,0.4459380000921028
mixing_parameter,sequence,cosine,0.13956438725952613
modularity,sequence,l1,0.13652206469642703
modularity,sequence,mean_l1,0.0027861645856413677
modularity,sequence,l2,0.08566998935318974
modularity,sequence,rmse,0.012238569907598532
modularity,sequence,cosine,0.5617902968511064
n,sequence,l1,237.0
n,sequence,mean_l1,4.836734693877551
n,sequence,l2,80.7403244977378
n,sequence,rmse,11.534332071105402
n,sequence,cosine,0.4695052722926968
pagerank,sequence,l1,1.0161746596952959
pagerank,sequence,mean_l1,0.001122844927840106
pagerank,sequence,l2,0.09477405532103574
pagerank,sequence,rmse,0.003150396197480431
pagerank,sequence,cosine,0.8138725433662342
