stat,stat_type,distance_type,distance
edge_density,sequence,mean_l1,0.7818494958201405
edge_density,sequence,l2,2.5593316741362453
edge_density,sequence,rmse,0.8093317378082387
edge_density,sequence,cosine,0.04868558771882425
kcore,sequence,l1,16750.0
kcore,sequence,mean_l1,18.50828729281768
kcore,sequence,l2,811.8558985435777
kcore,sequence,rmse,26.98700321527821
kcore,sequence,cosine,0.6066529265556905
local_ccoeff_nodes,sequence,l1,415.80919717077154
local_ccoeff_nodes,sequence,mean_l1,0.45945767643179175
local_ccoeff_nodes,sequence,l2,17.133706051231645
local_ccoeff_nodes,sequence,rmse,0.5695436605482773
local_ccoeff_nodes,sequence,cosine,0.30190160381302344
m,sequence,l1,2342.0
m,sequence,mean_l1,234.2
m,sequence,l2,780.4216808879671
m,sequence,rmse,246.79100469830743
m,sequence,cosine,0.24502969204840308
mincut,sequence,l1,42.0
mincut,sequence,mean_l1,4.2
mincut,sequence,l2,16.792855623746664
mincut,sequence,rmse,5.310367218940701
mincut,sequence,cosine,0.18237643912811707
mixing_parameter,sequence,l1,307.5921931158367
mixing_parameter,sequence,mean_l1,0.3398808763710903
mixing_parameter,sequence,l2,11.783945879353181
mixing_parameter,sequence,rmse,0.39171161520814995
mixing_parameter,sequence,cosine,0.13456119646484932
modularity,sequence,l1,0.13417379498833729
modularity,sequence,mean_l1,0.013417379498833728
modularity,sequence,l2,0.04539696490646979
modularity,sequence,rmse,0.014355780796317733
modularity,sequence,cosine,0.4973759319618217
n,sequence,l1,799.0
n,sequence,mean_l1,79.9
n,sequence,l2,257.08558886098615
n,sequence,rmse,81.29760144063292
n,sequence,cosine,0.14870958608524154
pagerank,sequence,l1,1.156800425191265
pagerank,sequence,mean_l1,0.0012782325140234972
pagerank,sequence,l2,0.08439742291011561
pagerank,sequence,rmse,0.002805465264860952
pagerank,sequence,cosine,0.7528693084419896
