stat,stat_type,distance_type,distance
c,sequence,mean_l1,42.50574712643678
c,sequence,l2,1061.6581370667302
c,sequence,rmse,113.82169964617832
c,sequence,cosine,0.0019410504154065977
conductance,sequence,l1,4.53749872197235
conductance,sequence,mean_l1,0.05215515772382011
conductance,sequence,l2,1.1652897736844592
conductance,sequence,rmse,0.12493217730854059
conductance,sequence,cosine,0.016587422840234956
degree,sequence,l1,5974.0
degree,sequence,mean_l1,6.623059866962306
degree,sequence,l2,468.98614052016507
degree,sequence,rmse,15.615530389870992
degree,sequence,cosine,0.005654429706903441
degree_density,sequence,l1,48.3698930299384
degree_density,sequence,mean_l1,0.555975781953315
degree_density,sequence,l2,12.059856780664514
degree_density,sequence,rmse,1.2929523622899
degree_density,sequence,cosine,0.005953036261932554
edge_density,sequence,l1,20.894133906711232
edge_density,sequence,mean_l1,0.24016245869783026
edge_density,sequence,l2,3.762587716027238
edge_density,sequence,rmse,0.40339174537795114
edge_density,sequence,cosine,0.0992366829150676
kcore,sequence,l1,5084.0
kcore,sequence,mean_l1,5.636363636363637
kcore,sequence,l2,338.248429412466
kcore,sequence,rmse,11.262440768416242
kcore,sequence,cosine,0.009291145712947535
local_ccoeff_nodes,sequence,l1,252.87685760887985
local_ccoeff_nodes,sequence,mean_l1,0.2803512833801329
local_ccoeff_nodes,sequence,l2,12.612983188799832
local_ccoeff_nodes,sequence,rmse,0.4199664025746771
local_ccoeff_nodes,sequence,cosine,0.1642749186888509
m,sequence,l1,951.0
m,sequence,mean_l1,10.931034482758621
m,sequence,l2,482.4033581972663
m,sequence,rmse,51.719068717113586
m,sequence,cosine,0.0016421295057055252
mincut,sequence,l1,107.0
mincut,sequence,mean_l1,1.2298850574712643
mincut,sequence,l2,29.444863728670914
mincut,sequence,rmse,3.1568207490098814
mincut,sequence,cosine,0.028693179600669527
mixing_parameter,sequence,l1,63.31210720528428
mixing_parameter,sequence,mean_l1,0.0698809130301151
mixing_parameter,sequence,l2,5.235529296269562
mixing_parameter,sequence,rmse,0.17393881029366684
mixing_parameter,sequence,cosine,0.024944391241588537
modularity,sequence,l1,0.0248999149393858
modularity,sequence,mean_l1,0.00028620591884351493
modularity,sequence,l2,0.008256102692376519
modularity,sequence,rmse,0.0008851471185404932
modularity,sequence,cosine,0.001505658486781969
n,sequence,l1,0.0
n,sequence,mean_l1,0.0
n,sequence,l2,0.0
n,sequence,rmse,0.0
n,sequence,cosine,0.0
pagerank,sequence,l1,0.18499066050983098
pagerank,sequence,mean_l1,0.00020508942406854876
pagerank,sequence,l2,0.03334300496445397
pagerank,sequence,rmse,0.0011102006271114168
pagerank,sequence,cosine,0.10450006861991967
