stat,stat_type,distance_type,distance
pseudo_diameter,scalar,abs_diff,-1.0
pseudo_diameter,scalar,rel_diff,-0.14285714285714285
pseudo_diameter,scalar,rpd,-0.06666666666666667
c,distribution,ks,0.046153846153846156
c,distribution,emd,22.615384615384578
cluster_deg_assort,distribution,ks,0.046153846153846156
cluster_deg_assort,distribution,emd,0.016077953375766268
cluster_frac_giant_ccomp,distribution,ks,0.0
cluster_frac_giant_ccomp,distribution,emd,0.0
cluster_global_ccoeff,distribution,ks,0.13846153846153847
cluster_global_ccoeff,distribution,emd,0.06727654931447785
cluster_local_ccoeff,distribution,ks,0.16923076923076924
cluster_local_ccoeff,distribution,emd,0.07757197396622109
cluster_mean_degree,distribution,ks,0.06153846153846154
cluster_mean_degree,distribution,emd,0.6703932333112275
cluster_mean_kcore,distribution,ks,0.06153846153846154
cluster_mean_kcore,distribution,emd,0.9215375807039591
cluster_n_concomp,distribution,ks,0.0
cluster_n_concomp,distribution,emd,0.0
cluster_pseudo_diameter,distribution,ks,0.046153846153846156
cluster_pseudo_diameter,distribution,emd,0.06153846153846154
concomp_sizes,distribution,ks,0.0
concomp_sizes,distribution,emd,0.0
conductance,distribution,ks,0.06153846153846154
conductance,distribution,emd,0.02048680116325902
degree,distribution,ks,0.0033112582781456954
degree,distribution,emd,0.01766004415011041
degree_density,distribution,ks,0.06153846153846154
degree_density,distribution,emd,0.33519661665561373
edge_density,distribution,ks,0.1076923076923077
edge_density,distribution,emd,0.029019933232373354
kcore,distribution,ks,0.12251655629139073
kcore,distribution,emd,2.253863134657836
local_ccoeff_nodes,distribution,ks,0.36644591611479027
local_ccoeff_nodes,distribution,emd,0.21998332174982302
m,distribution,ks,0.03076923076923077
m,distribution,emd,11.292307692307682
mincut,distribution,ks,0.015384615384615385
mincut,distribution,emd,0.03076923076923077
mixing_parameter,distribution,ks,0.10154525386313466
mixing_parameter,distribution,emd,0.047634860951221644
modularity,distribution,ks,0.4307692307692308
modularity,distribution,emd,0.001088136579732932
n,distribution,ks,0.0
n,distribution,emd,0.0
pagerank,distribution,ks,0.18322295805739514
pagerank,distribution,emd,5.651433078188895e-05
c,sequence,l1,1470.0
c,sequence,mean_l1,22.615384615384617
c,sequence,l2,789.7505935420372
c,sequence,rmse,97.95650526165643
c,sequence,cosine,0.01766794165161223
cluster_deg_assort,sequence,l1,1.8513304426078683
cluster_deg_assort,sequence,mean_l1,0.02848200680935182
cluster_deg_assort,sequence,l2,0.6466247921446711
cluster_deg_assort,sequence,rmse,0.08020393447246636
cluster_deg_assort,sequence,cosine,0.040599299160588576
cluster_frac_giant_ccomp,sequence,l1,0.0
cluster_frac_giant_ccomp,sequence,mean_l1,0.0
cluster_frac_giant_ccomp,sequence,l2,0.0
cluster_frac_giant_ccomp,sequence,rmse,0.0
cluster_frac_giant_ccomp,sequence,cosine,-2.220446049250313e-16
cluster_global_ccoeff,sequence,l1,4.3729757054410605
cluster_global_ccoeff,sequence,mean_l1,0.06727654931447785
cluster_global_ccoeff,sequence,l2,1.1916828492254408
cluster_global_ccoeff,sequence,rmse,0.14781006591818927
cluster_global_ccoeff,sequence,cosine,0.03186855643636555
cluster_local_ccoeff,sequence,l1,5.042178307804371
cluster_local_ccoeff,sequence,mean_l1,0.07757197396622109
cluster_local_ccoeff,sequence,l2,1.323679944444393
cluster_local_ccoeff,sequence,rmse,0.1641822905902185
cluster_local_ccoeff,sequence,cosine,0.036383769065106986
cluster_mean_degree,sequence,l1,44.718417308086956
cluster_mean_degree,sequence,mean_l1,0.6879756508936454
cluster_mean_degree,sequence,l2,17.945706596135068
cluster_mean_degree,sequence,rmse,2.225890954667421
cluster_mean_degree,sequence,cosine,0.009593493003469344
cluster_mean_kcore,sequence,l1,59.899942745757414
cluster_mean_kcore,sequence,mean_l1,0.9215375807039602
cluster_mean_kcore,sequence,l2,24.80296764942226
cluster_mean_kcore,sequence,rmse,3.0764295094208136
cluster_mean_kcore,sequence,cosine,0.023860146052158693
cluster_n_concomp,sequence,l1,0.0
cluster_n_concomp,sequence,mean_l1,0.0
cluster_n_concomp,sequence,l2,0.0
cluster_n_concomp,sequence,rmse,0.0
cluster_n_concomp,sequence,cosine,-2.220446049250313e-16
cluster_pseudo_diameter,sequence,l1,6.0
cluster_pseudo_diameter,sequence,mean_l1,0.09230769230769231
cluster_pseudo_diameter,sequence,l2,2.8284271247461903
cluster_pseudo_diameter,sequence,rmse,0.35082320772281167
cluster_pseudo_diameter,sequence,cosine,0.01266940453748333
conductance,sequence,l1,1.3649754089451698
conductance,sequence,mean_l1,0.020999621676079536
conductance,sequence,l2,0.5402128891984259
conductance,sequence,rmse,0.06700516233339623
conductance,sequence,cosine,0.00727613181640252
degree,sequence,l1,16.0
degree,sequence,mean_l1,0.017660044150110375
degree,sequence,l2,6.48074069840786
degree,sequence,rmse,0.21530818817230277
degree,sequence,cosine,1.0821371624114562e-05
degree_density,sequence,l1,22.359208654043478
degree_density,sequence,mean_l1,0.3439878254468227
degree_density,sequence,l2,8.972853298067536
degree_density,sequence,rmse,1.1129454773337104
degree_density,sequence,cosine,0.009593493003469344
edge_density,sequence,l1,2.076771850580459
edge_density,sequence,mean_l1,0.03195033616277629
edge_density,sequence,l2,0.6535125769254468
edge_density,sequence,rmse,0.08105825902965748
edge_density,sequence,cosine,0.003985328858112203
kcore,sequence,l1,2258.0
kcore,sequence,mean_l1,2.492273730684327
kcore,sequence,l2,195.2588026184735
kcore,sequence,rmse,6.487039209392392
kcore,sequence,cosine,0.016058204638012108
local_ccoeff_nodes,sequence,l1,212.3483735280079
local_ccoeff_nodes,sequence,mean_l1,0.23438010323179678
local_ccoeff_nodes,sequence,l2,11.161572989861678
local_ccoeff_nodes,sequence,rmse,0.3708184248430777
local_ccoeff_nodes,sequence,cosine,0.13807035806645196
m,sequence,l1,738.0
m,sequence,mean_l1,11.353846153846154
m,sequence,l2,395.7751887119757
m,sequence,rmse,49.0898704888838
m,sequence,cosine,0.0026427434227825897
mincut,sequence,l1,2.0
mincut,sequence,mean_l1,0.03076923076923077
mincut,sequence,l2,1.4142135623730951
mincut,sequence,rmse,0.17541160386140583
mincut,sequence,cosine,0.002694270366727314
mixing_parameter,sequence,l1,72.08250348611477
mixing_parameter,sequence,mean_l1,0.07956126212595449
mixing_parameter,sequence,l2,4.816212361799323
mixing_parameter,sequence,rmse,0.16000793824798673
mixing_parameter,sequence,cosine,0.02255116385155087
modularity,sequence,l1,0.07073012703375847
modularity,sequence,mean_l1,0.001088155800519361
modularity,sequence,l2,0.037930379558870506
modularity,sequence,rmse,0.004704684561452441
modularity,sequence,cosine,0.008819146816517076
n,sequence,l1,0.0
n,sequence,mean_l1,0.0
n,sequence,l2,0.0
n,sequence,rmse,0.0
n,sequence,cosine,0.0
pagerank,sequence,l1,0.08981604236630762
pagerank,sequence,mean_l1,9.913470459857353e-05
pagerank,sequence,l2,0.005924811773895878
pagerank,sequence,rmse,0.00019683868675888293
pagerank,sequence,cosine,0.003490801773635588
