stat,stat_type,distance_type,distance
pagerank,distribution,emd,0.00010589156312449821
c,sequence,l1,305.0
c,sequence,mean_l1,3.5057471264367814
c,sequence,l2,102.01470482239313
c,sequence,rmse,10.937124377786532
c,sequence,cosine,0.00041598482466609354
conductance,sequence,l1,0.4267677311805125
conductance,sequence,mean_l1,0.004905376220465661
conductance,sequence,l2,0.1764171131779253
conductance,sequence,rmse,0.018913899839795162
conductance,sequence,cosine,0.0005069580007557306
degree,sequence,l1,182.0
degree,sequence,mean_l1,0.20088300220750552
degree,sequence,l2,61.465437442517235
degree,sequence,rmse,2.042052380558543
degree,sequence,cosine,0.0007502986155161206
degree_density,sequence,l1,5.681090939711629
degree_density,sequence,mean_l1,0.06529989585875436
degree_density,sequence,l2,1.932794402063511
degree_density,sequence,rmse,0.2072173105716611
degree_density,sequence,cosine,0.0013953375968970283
edge_density,sequence,l1,1.064114291725854
edge_density,sequence,mean_l1,0.012231198755469585
edge_density,sequence,l2,0.3813932582980722
edge_density,sequence,rmse,0.0408896492923992
edge_density,sequence,cosine,0.0009931541550192158
kcore,sequence,l1,1776.0
kcore,sequence,mean_l1,1.9602649006622517
kcore,sequence,l2,145.92463808418373
kcore,sequence,rmse,4.848021375600374
kcore,sequence,cosine,0.006622959244441784
local_ccoeff_nodes,sequence,l1,145.5703363035226
local_ccoeff_nodes,sequence,mean_l1,0.160673660379164
local_ccoeff_nodes,sequence,l2,8.920449038486817
local_ccoeff_nodes,sequence,rmse,0.2963620687110358
local_ccoeff_nodes,sequence,cosine,0.09277974441873582
m,sequence,l1,102.0
m,sequence,mean_l1,1.1724137931034482
m,sequence,l2,42.49705872175156
m,sequence,rmse,4.556162934932767
m,sequence,cosine,0.00042978983203478816
mincut,sequence,l1,3.0
mincut,sequence,mean_l1,0.034482758620689655
mincut,sequence,l2,1.7320508075688772
mincut,sequence,rmse,0.18569533817705186
mincut,sequence,cosine,0.0004332324572955404
mixing_parameter,sequence,l1,34.34199102949865
mixing_parameter,sequence,mean_l1,0.03790506736147754
mixing_parameter,sequence,l2,3.2992491983190257
mixing_parameter,sequence,rmse,0.10961021282544242
mixing_parameter,sequence,cosine,0.009691529966915025
modularity,sequence,l1,0.010323809260938172
modularity,sequence,mean_l1,0.00011866447426365714
modularity,sequence,l2,0.0038184772886545554
modularity,sequence,rmse,0.00040938373651599856
modularity,sequence,cosine,0.0006795421127770984
n,sequence,l1,0.0
n,sequence,mean_l1,0.0
n,sequence,l2,0.0
n,sequence,rmse,0.0
n,sequence,cosine,0.0
pagerank,sequence,l1,0.1420492961632674
pagerank,sequence,mean_l1,0.0001567873026084629
pagerank,sequence,l2,0.02713053985329018
pagerank,sequence,rmse,0.0009013518132863177
pagerank,sequence,cosine,0.06977969125834493
